Period	Day	Date	Plot	Band	Color Combo	Age	Sex	Seen	Location	Observer	Notes
3	4	4-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	0		JPS	
3	5	5-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.5	AJS	
4	1	15-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.5	AJS	
4	2	16-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.5	AJS	
4	3	17-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	1	F-4	AJS	
4	4	18-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	0		LFD	
4	5	19-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	0		JPS	
5	1	1-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.5	AJS	
5	2	2-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	0*	G-4	JPS	
5	3	3-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	0		JPS	
5	4	4-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.6	JPS	
5	5	5-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.5	KCO	
6	1	15-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	0		KCO	
6	2	16-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	1	F.6-4	KCO	
6	3	17-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	1		KCO	
6	4	18-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.4	KCO	
6	5	19-Apr-17	MI	2680-14281	"K/A,R"	ASY	M	0		KCO	
1	1	1-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	"Band could also be G, R/A"
1	2	2-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0		KCO	
1	3	3-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	1	E.1-2.2	AJS	
1	4	4-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0		KCO	
1	5	5-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
2	1	15-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
2	2	16-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0*	G.2-2.2	KCO	
2	3	17-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
2	4	18-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	1	G-2.3	KCO	
2	5	19-Feb-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
3	1	1-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
3	2	2-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		LFD	
3	3	3-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
3	4	4-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
3	5	5-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		AJS	
4	1	15-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		AJS	
4	2	16-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		AJS	
4	3	17-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		AJS	
4	4	18-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		LFD	
4	5	19-Mar-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
5	1	1-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		AJS	
5	2	2-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
5	3	3-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
5	4	4-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		JPS	
5	5	5-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		KCO	
6	1	15-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		KCO	
6	2	16-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		KCO	
6	3	17-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	1	F.7-3.5	KCO	
6	4	18-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		KCO	
6	5	19-Apr-17	MI	2680-14282	"G,O/A"	ASY	F	0		KCO	
1	1	1-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.5	KCO	Also check LII
1	2	2-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	0		JPS	
1	3	3-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.5	KCO	
1	4	4-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	0		LFD	
1	5	5-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.9	KCO	(also on LII resights list)
2	1	15-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	0		LFD	
2	2	16-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	1	Z.5-2	AJS	
2	3	17-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	0		LFD	
2	4	18-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.5	AJS	
2	5	19-Feb-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.5	AJS	
3	1	1-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-2	AJS	
3	2	2-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	0		KCO	
3	3	3-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	1	J.5-5	AJS	
3	4	4-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	1	J.5-5	AJS	In LII
3	5	5-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	0		JPS	
4	1	15-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	1	Z.9-1.9	JPS	
4	2	16-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	0		LFD	
4	3	17-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	0		KCO	
4	4	18-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	0		JPS	
4	5	19-Mar-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.5	AJS	
5	1	1-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	1	Z.9-1.9	JPS	
5	2	2-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	1	J.5-5	AJS	
5	3	3-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	0		LFD	
5	4	4-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	0		BCD	
5	5	5-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	0*	J.5-5.5	JPS	
6	1	15-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.7	LFD	
6	2	16-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.3	LFD	
6	3	17-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	1	A-1.7	LFD	
6	4	18-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	1	Z.9-2	LFD	
6	5	19-Apr-17	MM	2680-14412	"W,G/A"	ASY	M	1	Z.7-2	LFD	
1	1	1-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		KCO	
1	2	2-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		JPS	
1	3	3-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		KCO	
1	4	4-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0*		LFD	
1	5	5-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		KCO	
2	1	15-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		LFD	
2	2	16-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
2	3	17-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		LFD	
2	4	18-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
2	5	19-Feb-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
3	1	1-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
3	2	2-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		KCO	
3	3	3-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
3	4	4-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
3	5	5-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		KCO	
4	1	15-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		JPS	
4	2	16-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
4	3	17-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		KCO	
4	4	18-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		JPS	
4	5	19-Mar-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
5	1	1-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		JPS	
5	2	2-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
5	3	3-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
5	4	4-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		JPS	
5	5	5-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		JPS	
6	1	15-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
6	2	16-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
6	3	17-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		AJS	
6	4	18-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		JPS	
6	5	19-Apr-17	MM	2680-14468	"A,G/K"	ASY	F	0		LFD	
1	1	1-Feb-17	MM	2680-14472	"A,M"	ASY	F	1	A.2-2.4	 	
1	2	2-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
1	3	3-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		LFD	
1	4	4-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		LFD	
1	5	5-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		KCO	
2	1	15-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		LFD	
2	2	16-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
2	3	17-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		LFD	
2	4	18-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
2	5	19-Feb-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
3	1	1-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
3	2	2-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		KCO	
3	3	3-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
3	4	4-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
3	5	5-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
4	1	15-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
4	2	16-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		LFD	
4	3	17-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		KCO	
4	4	18-Mar-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
4	5	19-Mar-17	MM	2680-14472	"A,M"	ASY	F	1	A.5-1.5	AJS	
5	1	1-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
5	2	2-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		AJS	
5	3	3-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
5	4	4-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		BCD	
5	5	5-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
6	1	15-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
6	2	16-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		LFD	
6	3	17-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		JPS	
6	4	18-Apr-17	MM	2680-14472	"A,M"	ASY	F	0		LFD	
6	5	19-Apr-17	MM	2680-14472	"A,M"	ASY	F	1	A.5-2.5	AJS	
1	1	1-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	0*	A-5	LFD	
1	2	2-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	1	A-5	JPS	
1	3	3-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	1	A-5	KCO	
1	4	4-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	1	A-5	LFD	
1	5	5-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	0		KCO	
2	1	15-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	0*	A-5.6	LFD	
2	2	16-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	1	A5	AJS	
2	3	17-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	0*	C.9-5.1	LFD	
2	4	18-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	1	A-5	AJS	
2	5	19-Feb-17	MM	2680-14474	"M/A,Y"	ASY	M	1	H-5	AJS	
3	1	1-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	0		AJS	
3	2	2-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	1	A-5	KCO	
3	3	3-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	1	A-5	AJS	
3	4	4-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	0		AJS	
3	5	5-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	0		KCO	
4	1	15-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	1	Z.9-4.9	JPS	
4	2	16-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	0		AJS	
4	3	17-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	0		KCO	
4	4	18-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	0		JPS	
4	5	19-Mar-17	MM	2680-14474	"M/A,Y"	ASY	M	0		AJS	
5	1	1-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	1	Z.8-4.5	JPS	
5	2	2-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	0		AJS	
5	3	3-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	0*	A-4.5	AJS	
5	4	4-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	1	H.5-5	BCD	
5	5	5-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	1	Z.7-5	JPS	
6	1	15-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	1	H-4.9	LFD	IN LII
6	2	16-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	0		LFD	IN LII
6	3	17-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	0		LFD	
6	4	18-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	1	Z.8-5.1	JPS	
6	5	19-Apr-17	MM	2680-14474	"M/A,Y"	ASY	M	0		AJS	
1	1	1-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F				
1	2	1-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F				
1	3	1-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F				
1	4	1-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F				
1	5	1-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F				
2	1	15-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F	1	K-10.75	AJS	
2	2	16-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F	1	J-10.7	AJS	
2	3	17-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F	1	J-11.1	LFD	
2	4	18-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F	1	J.25-10.25	AJS	
2	5	19-Feb-17	LII	2680-14476	"A,Y/R"	ASY	F	0*	K.2-11	KCO	
3	1	1-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
3	2	2-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	1	J.7-11	KCO	
3	3	3-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	1	J.5-11	AJS	
3	4	4-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
3	5	5-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	1	K.2-10.6	JPS	
4	1	15-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	0		JPS	
4	2	16-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	0		LFD	
4	3	17-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	0		KCO	
4	4	18-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
4	5	19-Mar-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
5	1	1-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0		JPS	
5	2	2-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	1	K-10.5	AJS	
5	3	3-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
5	4	4-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0		BCD	
5	5	5-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0*	K-10.3	JPS	
6	1	15-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
6	2	16-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
6	3	17-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0*	K-11.5	AJS	
6	4	18-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	0		AJS	
6	5	19-Apr-17	LII	2680-14476	"A,Y/R"	ASY	F	1	K-10.5	AJS	
1	1	1-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	1	B.5-6	KCO	
1	2	2-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	0		JPS	
1	3	3-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	0		KCO	
1	4	4-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	0*	B.5-6	LFD	
1	5	5-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	1	B.7-5.7	KCO	
2	1	15-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	0		LFD	
2	2	16-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	0*	K.9-5.5	AJS	
2	3	17-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	1	B.2-6	LFD	
2	4	18-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	1	B.5-6	AJS	
2	5	19-Feb-17	MM	2680-14478	"A/G,B"	ASY	F	1	B.5-6	AJS	
3	1	1-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
3	2	2-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		KCO	
3	3	3-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
3	4	4-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
3	5	5-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	1	B.5-6	KCO	
4	1	15-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		JPS	
4	2	16-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		LFD	
4	3	17-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		KCO	
4	4	18-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		JPS	
4	5	19-Mar-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
5	1	1-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		JPS	
5	2	2-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	1	C-6	AJS	
5	3	3-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
5	4	4-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		BCD	
5	5	5-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		JPS	
6	1	15-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
6	2	16-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
6	3	17-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		AJS	
6	4	18-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	1	B.5-5.5	JPS	
6	5	19-Apr-17	MM	2680-14478	"A/G,B"	ASY	F	0		LFD	
1	1	1-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0*	C2	AJS	
1	2	2-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	1	B.5-2	KCO	
1	3	3-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0		AJS	
1	4	4-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0		KCO	
1	5	5-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0		JPS	
2	1	15-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0		KCO	
2	2	16-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0		JPS	
2	3	17-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0		KCO	
2	4	18-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	0		JPS	
2	5	19-Feb-17	MI	2680-14497	"R/A,O"	ASY	M	1	C-2.25	JPS	
3	1	1-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	1	B.9-1.9	JPS	
3	2	2-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	0*	B-2	AJS	B-2 IN LI
3	3	3-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	0*	B.7-2.7	JPS	
3	4	4-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	0*	B.5-2.5	KCO	
3	5	5-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	0		AJS	
4	1	15-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	0		AJS	
4	2	16-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	1	C-2.5	AJS	
4	3	17-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	1	C-4	AJS	
4	4	18-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	0		LFD	
4	5	19-Mar-17	MI	2680-14497	"R/A,O"	ASY	M	0		JPS	
5	1	1-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	0	B-1.4	LFD	
5	2	2-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	0		LFD	
5	3	3-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	0		JPS	
5	4	4-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	0		JPS	
5	5	5-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	0		KCO	
6	1	15-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	1	B.7-2.5	JPS	
6	2	16-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	1	C-2.5	JPS	
6	3	17-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	1	B.8-2.7	JPS	
6	4	18-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	1	B.5-2	JPS	
6	5	19-Apr-17	MI	2680-14497	"R/A,O"	ASY	M	0		JPS	
1	1	1-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	1		JPS	"or could be R/R,A"
1	2	2-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	0*	Banding station	LFD	"LFD and KCO confirmed band combo as R/R,A"
1	3	3-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	1	D.3-4.8	JPS	
1	4	4-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	0		KCO	
1	5	5-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	1	D.1-4.6	JPS	
2	1	15-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	1	D.5-4.7	KCO	
2	2	16-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
2	3	17-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	1	D.5-4.7	KCO	
2	4	18-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	0*	D.25-5.25	JPS	
2	5	19-Feb-17	LI	2680-14499	"R/R,A"	ASY	M	1	D.2-4.9	JPS	
3	1	1-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
3	2	2-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	1	D-4	AJS	
3	3	3-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
3	4	4-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
3	5	5-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0		LFD	
4	1	15-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0		AJS	
4	2	16-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0		AJS	
4	3	17-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0		AJS	
4	4	18-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	1	C.8-4	LFD	
4	5	19-Mar-17	LI	2680-14499	"R/R,A"	ASY	M	0*	D-4	KCO	
5	1	1-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	1	D-4.5	AJS	
5	2	2-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	0		LFD	
5	3	3-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
5	4	4-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
5	5	5-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	0		KCO	
6	1	15-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	1	D.5-4.5	JPS	
6	2	16-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
6	3	17-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	1	D.3-3.8	JPS	
6	4	18-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
6	5	19-Apr-17	LI	2680-14499	"R/R,A"	ASY	M	0		JPS	
1	1	1-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
1	2	2-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
1	3	3-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
1	4	4-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
1	5	5-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
2	1	15-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
2	2	16-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
2	3	17-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
2	4	18-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
2	5	19-Feb-17	MI	2680-14529	"O/A,-"	ASY	M				
3	1	1-Mar-17	MI	2680-14529	"O/A,-"	ASY	M				
3	2	2-Mar-17	MI	2680-14529	"O/A,-"	ASY	M				
3	3	3-Mar-17	MI	2680-14529	"O/A,-"	ASY	M				
3	4	4-Mar-17	MI	2680-14529	"O/A,-"	ASY	M				
3	5	5-Mar-17	MI	2680-14529	"O/A,-"	ASY	M				
4	1	15-Mar-17	MI	2680-14529	"O/A,-"	ASY	M	0		AJS	
4	2	16-Mar-17	MI	2680-14529	"O/A,-"	ASY	M	0		AJS	
4	3	17-Mar-17	MI	2680-14529	"O/A,-"	ASY	M	0*	A-2	AJS	
4	4	18-Mar-17	MI	2680-14529	"O/A,-"	ASY	M	0		LFD	
4	5	19-Mar-17	MI	2680-14529	"O/A,-"	ASY	M	0		JPS	
5	1	1-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0		LFD	
5	2	2-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0		LFD	
5	3	3-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0		JPS	
5	4	4-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0		JPS	
5	5	5-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0		KCO	
6	1	15-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	1	A.5-1	JPS	
6	2	16-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0*	D.5-2	JPS	
6	3	17-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	1	A-2.1	JPS	
6	4	18-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0		JPS	
