Period	Day	Date	Plot	Band	Color Combo	Age	Sex	Seen	Location	Observer	Notes
5	4	4-Apr-17	MM	2670-12372	"R,A/K"	SY	F	0		BCD	
5	5	5-Apr-17	MM	2670-12372	"R,A/K"	SY	F			JPS	
6	1	15-Apr-17	MM	2670-12372	"R,A/K"	SY	F				
6	2	16-Apr-17	MM	2670-12372	"R,A/K"	SY	F				
6	3	17-Apr-17	MM	2670-12372	"R,A/K"	SY	F				
6	4	18-Apr-17	MM	2670-12372	"R,A/K"	SY	F				
6	5	19-Apr-17	MM	2670-12372	"R,A/K"	SY	F				
1	1	1-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0		KCO	
1	2	2-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0		JPS	
1	3	3-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0*	B-1.5	KCO	
1	4	4-Feb-17	MM	2670-12373	"W/W,A"	SY	M	1	B-5.2	LFD	
1	5	5-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0		KCO	
2	1	15-Feb-17	MM	2670-12373	"W/W,A"	SY	M	1	B.5-0.7	LFD	
2	2	16-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0		AJS	
2	3	17-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0		LFD	
2	4	18-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0		AJS	
2	5	19-Feb-17	MM	2670-12373	"W/W,A"	SY	M	0*	L-5	AJS	
3	1	1-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		AJS	
3	2	2-Mar-17	MM	2670-12373	"W/W,A"	SY	M	1	B.3-1	KCO	
3	3	3-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		AJS	
3	4	4-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0*	H-6.6	LFD	In LII
3	5	5-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		JPS	
4	1	15-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		JPS	
4	2	16-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		LFD	
4	3	17-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		KCO	
4	4	18-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		JPS	
4	5	19-Mar-17	MM	2670-12373	"W/W,A"	SY	M	0		AJS	
5	1	1-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		JPS	
5	2	2-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		AJS	
5	3	3-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		LFD	
5	4	4-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		BCD	
5	5	5-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		JPS	
6	1	15-Apr-17	MM	2670-12373	"W/W,A"	SY	M				
6	2	16-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		KCO	
6	3	17-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		KCO	
6	4	18-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		LFD	
6	5	19-Apr-17	MM	2670-12373	"W/W,A"	SY	M	0		AJS	
1	1	1-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
1	2	2-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
1	3	3-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
1	4	4-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
1	5	5-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
2	1	15-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
2	2	16-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
2	3	17-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
2	4	18-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
2	5	19-Feb-17	LII	2670-12375	"W,A/R"	ASY	F				
3	1	1-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	1	K.5-7	AJS	
3	2	2-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	0		KCO	
3	3	3-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
3	4	4-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	1	K.5-7	AJS	
3	5	5-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	1	J.9-7.1	JPS	
4	1	15-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	0		JPS	
4	2	16-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	0		LFD	
4	3	17-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	1	K.6-7.7	KCO	
4	4	18-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
4	5	19-Mar-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
5	1	1-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		JPS	
5	2	2-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
5	3	3-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
5	4	4-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		BCD	
5	5	5-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	1	L-7.5	AJS	
6	1	15-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
6	2	16-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
6	3	17-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
6	4	18-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
6	5	19-Apr-17	LII	2670-12375	"W,A/R"	ASY	F	0		AJS	
1	1	1-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
1	2	2-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
1	3	3-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
1	4	4-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
1	5	5-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
2	1	15-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
2	2	16-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
2	3	17-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
2	4	18-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
2	5	19-Feb-17	LII	2670-12382	"P,A/W"	ASY	F				
3	1	1-Mar-17	LII	2670-12382	"P,A/W"	ASY	F				
3	2	2-Mar-17	LII	2670-12382	"P,A/W"	ASY	F				
3	3	3-Mar-17	LII	2670-12382	"P,A/W"	ASY	F				
3	4	4-Mar-17	LII	2670-12382	"P,A/W"	ASY	F				
3	5	5-Mar-17	LII	2670-12382	"P,A/W"	ASY	F				
4	1	15-Mar-17	LII	2670-12382	"P,A/W"	ASY	F	0		JPS	
4	2	16-Mar-17	LII	2670-12382	"P,A/W"	ASY	F	0		LFD	
4	3	17-Mar-17	LII	2670-12382	"P,A/W"	ASY	F	0		KCO	
4	4	18-Mar-17	LII	2670-12382	"P,A/W"	ASY	F	1	L-10.5	AJS	
4	5	19-Mar-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
5	1	1-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		JPS	
5	2	2-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
5	3	3-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
5	4	4-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		BCD	
5	5	5-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0			
6	1	15-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
6	2	16-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
6	3	17-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
6	4	18-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
6	5	19-Apr-17	LII	2670-12382	"P,A/W"	ASY	F	0		AJS	
1	1	1-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
1	2	2-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
1	3	3-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
1	4	4-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
1	5	5-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
2	1	15-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
2	2	16-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
2	3	17-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
2	4	18-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
2	5	19-Feb-17	MM	2670-21342	"A,O/R"	ASY	M				
3	1	1-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		AJS	
3	2	2-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		KCO	
3	3	3-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		AJS	
3	4	4-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		AJS	
3	5	5-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		JPS	
4	1	15-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	1	C-2.5	JPS	
4	2	16-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		LFD	
4	3	17-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		KCO	
4	4	18-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		JPS	
4	5	19-Mar-17	MM	2670-21342	"A,O/R"	ASY	M	0		AJS	
5	1	1-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	0		JPS	
5	2	2-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	0		AJS	
5	3	3-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	0		LFD	
5	4	4-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	0		BCD	
5	5	5-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	0		JPS	
6	1	15-Apr-17	MM	2670-21342	"A,O/R"	ASY	M				
6	2	16-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	1	C-4	AJS	
6	3	17-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	0*	C-4	KCO	
6	4	18-Apr-17	MM	2670-21342	"A,O/R"	ASY	M	1	B.75-3.5	AJS	
6	5	19-Apr-17	MM	2670-21342	"A,O/R"	ASY	M				
1	1	1-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	"Check for A,G/B"
1	2	2-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0		AJS	
1	3	3-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
1	4	4-Feb-17	LII	2670-21568	"A,B/G"	SY	F	1	I.5-6	LFD	100% B/G
1	5	5-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0		KCO	
2	1	15-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0*	K-6-N	LFD	Caught in net
2	2	16-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
2	3	17-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
2	4	18-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0*	J.5-7	AJS	
2	5	19-Feb-17	LII	2670-21568	"A,B/G"	SY	F	0		KCO	
3	1	1-Mar-17	LII	2670-21568	"A,B/G"	SY	F	1	I.9-6.4	LFD	
3	2	2-Mar-17	LII	2670-21568	"A,B/G"	SY	F	1	J.3-6.1	JPS	
3	3	3-Mar-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
3	4	4-Mar-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
3	5	5-Mar-17	LII	2670-21568	"A,B/G"	SY	F	1	J.3-6.2	JPS	
4	1	15-Mar-17	LII	2670-21568	"A,B/G"	SY	F	0		JPS	
4	2	16-Mar-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
4	3	17-Mar-17	LII	2670-21568	"A,B/G"	SY	F	0		KCO	
4	4	18-Mar-17	LII	2670-21568	"A,B/G"	SY	F	0		AJS	
4	5	19-Mar-17	LII	2670-21568	"A,B/G"	SY	F	0		AJS	
5	1	1-Apr-17	LII	2670-21568	"A,B/G"	SY	F	0		JPS	
5	2	2-Apr-17	LII	2670-21568	"A,B/G"	SY	F	1	I.5-6.5	AJS	
5	3	3-Apr-17	LII	2670-21568	"A,B/G"	SY	F	0		AJS	
5	4	4-Apr-17	LII	2670-21568	"A,B/G"	SY	F	0		BCD	
5	5	5-Apr-17	LII	2670-21568	"A,B/G"	SY	F	0			
6	1	15-Apr-17	LII	2670-21568	"A,B/G"	SY	F			LFD	
6	2	16-Apr-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
6	3	17-Apr-17	LII	2670-21568	"A,B/G"	SY	F	1	J.6-6.7	LFD	
6	4	18-Apr-17	LII	2670-21568	"A,B/G"	SY	F	0		AJS	
6	5	19-Apr-17	LII	2670-21568	"A,B/G"	SY	F	0		LFD	
1	1	1-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
1	2	2-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
1	3	3-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
1	4	4-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
1	5	5-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
2	1	15-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
2	2	16-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
2	3	17-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
2	4	18-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
2	5	19-Feb-17	MII	2670-21569	"A,G/R"	SY	M				
3	1	1-Mar-17	MII	2670-21569	"A,G/R"	SY	M				
3	2	2-Mar-17	MII	2670-21569	"A,G/R"	SY	M				
3	3	3-Mar-17	MII	2670-21569	"A,G/R"	SY	M				
3	4	4-Mar-17	MII	2670-21569	"A,G/R"	SY	M				
3	5	5-Mar-17	MII	2670-21569	"A,G/R"	SY	M				
4	1	15-Mar-17	MII	2670-21569	"A,G/R"	SY	M	0		JPS	
4	2	16-Mar-17	MII	2670-21569	"A,G/R"	SY	M	0		AJS	
4	3	17-Mar-17	MII	2670-21569	"A,G/R"	SY	M	0		LFD	
4	4	18-Mar-17	MII	2670-21569	"A,G/R"	SY	M	0		AJS	
4	5	19-Mar-17	MII	2670-21569	"A,G/R"	SY	M	0		AJS	
5	1	1-Apr-17	MII	2670-21569	"A,G/R"	SY	M	0		JPS	
5	2	2-Apr-17	MII	2670-21569	"A,G/R"	SY	M	0		AJS	
5	3	3-Apr-17	MII	2670-21569	"A,G/R"	SY	M	0		AJS	
5	4	4-Apr-17	MII	2670-21569	"A,G/R"	SY	M	1	F-9.2	JPS	
5	5	5-Apr-17	MII	2670-21569	"A,G/R"	SY	M	1	F-9.2	LFD	
6	1	15-Apr-17	MII	2670-21569	"A,G/R"	SY	M	0		LFD	
6	2	16-Apr-17	MII	2670-21569	"A,G/R"	SY	M	0		LFD	
6	3	17-Apr-17	MII	2670-21569	"A,G/R"	SY	M	0		LFD	
6	4	18-Apr-17	MII	2670-21569	"A,G/R"	SY	M	1	E.5-9	LFD	
6	5	19-Apr-17	MII	2670-21569	"A,G/R"	SY	M	0		LFD	
1	1	1-Feb-17	MM	2670-21570	"A/B,W"	SY	M	1	A-3.75	KCO	**Caught in nets during resights** location = net location
1	2	2-Feb-17	MM	2670-21570	"A/B,W"	SY	M	0		JPS	
1	3	3-Feb-17	MM	2670-21570	"A/B,W"	SY	M	0		KCO	
1	4	4-Feb-17	MM	2670-21570	"A/B,W"	SY	M	0*	A.5-4	LFD	
1	5	5-Feb-17	MM	2670-21570	"A/B,W"	SY	M	0*	A.5-4.2	KCO	
2	1	15-Feb-17	MM	2670-21570	"A/B,W"	SY	M	1	A.5-4.1	LFD	
2	2	16-Feb-17	MM	2670-21570	"A/B,W"	SY	M	1	A.5-4.5	AJS	
2	3	17-Feb-17	MM	2670-21570	"A/B,W"	SY	M	1	B-4.1	LFD	
2	4	18-Feb-17	MM	2670-21570	"A/B,W"	SY	M	1	A.5-4	AJS	
2	5	19-Feb-17	MM	2670-21570	"A/B,W"	SY	M	1	A.5-3.5	AJS	
3	1	1-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		AJS	
3	2	2-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		KCO	
3	3	3-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		AJS	
3	4	4-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		AJS	
3	5	5-Mar-17	MM	2670-21570	"A/B,W"	SY	M	1	A.5-3.5	KCO	
4	1	15-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		JPS	
4	2	16-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		AJS	
4	3	17-Mar-17	MM	2670-21570	"A/B,W"	SY	M	1	A-2.6	KCO	
4	4	18-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		JPS	
4	5	19-Mar-17	MM	2670-21570	"A/B,W"	SY	M	0		AJS	
5	1	1-Apr-17	MM	2670-21570	"A/B,W"	SY	M	0		JPS	
5	2	2-Apr-17	MM	2670-21570	"A/B,W"	SY	M	0		AJS	
5	3	3-Apr-17	MM	2670-21570	"A/B,W"	SY	M	0		JPS	
5	4	4-Apr-17	MM	2670-21570	"A/B,W"	SY	M	1	A.2-3.2	BCD	
5	5	5-Apr-17	MM	2670-21570	"A/B,W"	SY	M	0*	A-3.5	JPS	
6	1	15-Apr-17	MM	2670-21570	"A/B,W"	SY	M	1	A.5-3	JPS	
6	2	16-Apr-17	MM	2670-21570	"A/B,W"	SY	M	1	A.6-3.2	LFD	
6	3	17-Apr-17	MM	2670-21570	"A/B,W"	SY	M	1	B-4.7	LFD	
6	4	18-Apr-17	MM	2670-21570	"A/B,W"	SY	M	1	A-3	AJS	
6	5	19-Apr-17	MM	2670-21570	"A/B,W"	SY	M	0*	A.5-3	AJS	
1	1	1-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		KCO	
1	2	2-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		JPS	
1	3	3-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
1	4	4-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	1	G-6	JPS	
1	5	5-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		AJS	
2	1	15-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
2	2	16-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	1	F6	AJS	
2	3	17-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
2	4	18-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
2	5	19-Feb-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
3	1	1-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
3	2	2-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		KCO	
3	3	3-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
3	4	4-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
3	5	5-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		JPS	
4	1	15-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		JPS	
4	2	16-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		AJS	
4	3	17-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		LFD	
4	4	18-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		KCO	
4	5	19-Mar-17	MII	2670-21571	"W,A/B"	ASY	F	0		AJS	
5	1	1-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	0		JPS	
5	2	2-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	0		AJS	
5	3	3-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	0		AJS	
5	4	4-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	0		JPS	
5	5	5-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	0		JPS	
6	1	15-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	1	H-6.5	AJS	
6	2	16-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	1	H-6.7	LFD	
6	3	17-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	1	H-6.7	LFD	
6	4	18-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	1	H-6.5	AJS	
6	5	19-Apr-17	MII	2670-21571	"W,A/B"	ASY	F	1	G-6.3	AJS	
1	1	1-Feb-17	MII	2670-21573	"A/K,G"	SY	M	1	F-7	KCO	
1	2	2-Feb-17	MII	2670-21573	"A/K,G"	SY	M	1		AJS	
1	3	3-Feb-17	MII	2670-21573	"A/K,G"	SY	M	1	E-8	KCO	**Caught in nets during resights** location = net location
1	4	4-Feb-17	MII	2670-21573	"A/K,G"	SY	M	0		JPS	
1	5	5-Feb-17	MII	2670-21573	"A/K,G"	SY	M	0		LFD	
2	1	15-Feb-17	MII	2670-21573	"A/K,G"	SY	M	0		LFD	
2	2	16-Feb-17	MII	2670-21573	"A/K,G"	SY	M	1	F-7	AJS	
2	3	17-Feb-17	MII	2670-21573	"A/K,G"	SY	M	1	F-7	AJS	
2	4	18-Feb-17	MII	2670-21573	"A/K,G"	SY	M	0		LFD	
2	5	19-Feb-17	MII	2670-21573	"A/K,G"	SY	M	0		LFD	
3	1	1-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		LFD	
3	2	2-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		JPS	
3	3	3-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		LFD	
3	4	4-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
3	5	5-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		JPS	
4	1	15-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		JPS	
4	2	16-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
4	3	17-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		JPS	
4	4	18-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
4	5	19-Mar-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
5	1	1-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		JPS	
5	2	2-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
5	3	3-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
5	4	4-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		JPS	
5	5	5-Apr-17	MII	2670-21573	"A/K,G"	SY	M	1		JPS	Caught in a net
6	1	15-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
6	2	16-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
6	3	17-Apr-17	MII	2670-21573	"A/K,G"	SY	M	1	H-6.9	LFD	SEEN IN LII
6	4	18-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
6	5	19-Apr-17	MII	2670-21573	"A/K,G"	SY	M	0		AJS	
1	1	1-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
1	2	2-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
1	3	3-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
1	4	4-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
1	5	5-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
2	1	15-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
2	2	16-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
2	3	17-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
2	4	18-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
2	5	19-Feb-17	LI	2670-21581	"A,R/B"	SY	M				
3	1	1-Mar-17	LI	2670-21581	"A,R/B"	SY	M				
3	2	2-Mar-17	LI	2670-21581	"A,R/B"	SY	M				
3	3	3-Mar-17	LI	2670-21581	"A,R/B"	SY	M				
3	4	4-Mar-17	LI	2670-21581	"A,R/B"	SY	M				
3	5	5-Mar-17	LI	2670-21581	"A,R/B"	SY	M				
4	1	15-Mar-17	LI	2670-21581	"A,R/B"	SY	M	0		AJS	
4	2	16-Mar-17	LI	2670-21581	"A,R/B"	SY	M	0		AJS	
4	3	17-Mar-17	LI	2670-21581	"A,R/B"	SY	M	0		AJS	
4	4	18-Mar-17	LI	2670-21581	"A,R/B"	SY	M	0		LFD	
4	5	19-Mar-17	LI	2670-21581	"A,R/B"	SY	M	0		LFD	
5	1	1-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		AJS	
5	2	2-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		LFD	
5	3	3-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		JPS	
5	4	4-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		JPS	
5	5	5-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		KCO	
6	1	15-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		KCO	
6	2	16-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0*	B-4		
6	3	17-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		KCO	
6	4	18-Apr-17	LI	2670-21581	"A,R/B"	SY	M	0		KCO	
6	5	19-Apr-17	LI	2670-21581	"A,R/B"	SY	M	1	E.1-2.5	KCO	
1	1	1-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	1	B-7.5	AJS	
1	2	2-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	1	A-7.3	KCO	
1	3	3-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	0*	B.2-8.2	JPS	
1	4	4-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	1	B-7.3	KCO	
1	5	5-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	0		JPS	
2	1	15-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	1	B.2-8.1	JPS	
2	2	16-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	0		KCO	
2	3	17-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	0		JPS	
2	4	18-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	0		KCO	
2	5	19-Feb-17	LI	2670-21586	"A,B/O"	ASY	F	0*	B.2-6.7	JPS	
3	1	1-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		KCO	
3	2	2-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		LFD	
3	3	3-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		JPS	
3	4	4-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	1	A.8-7.2	KCO	
3	5	5-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		LFD	
4	1	15-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		AJS	
4	2	16-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		AJS	
4	3	17-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		AJS	
4	4	18-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	0		LFD	
4	5	19-Mar-17	LI	2670-21586	"A,B/O"	ASY	F	1	A.8-7.8	KCO	***CAUGHT IN LTREB NET DURING RESIGHTS***
5	1	1-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	1	B-8	AJS	
5	2	2-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0		LFD	
5	3	3-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0		JPS	
5	4	4-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0		JPS	
5	5	5-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	1	B-7.4	KCO	
6	1	15-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0		KCO	
6	2	16-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0			
